(c) Der Bundeswahlleiter, Wiesbaden 2021																	
Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0)																	
																	
Ergebnisse nach Wahlkreisen																	
Status:	Vorläufig																
Stand:	27.09.2021	06:09															
																	
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM																	
																	
Wahlart	Wahltag	Gebietsart	Gebietsnummer	Gebietsname	UegGebietsart	UegGebietsnummer	Gruppenart	Gruppenname	Gruppenreihenfolge	Stimme	Anzahl	Prozent	VorpAnzahl	VorpProzent	DiffProzent	DiffProzentPkt	Bemerkung
BT	26.09.2021	Wahlkreis	126	Borken II	LAND	5	Partei	LIEBE	22	1							
BT	26.09.2021	Wahlkreis	126	Borken II	LAND	5	Partei	LIEBE	22	2	175	0,10851					
BT	26.09.2021	Wahlkreis	126	Borken II	LAND	5	Partei	LKR	23	1							
BT	26.09.2021	Wahlkreis	126	Borken II	LAND	5	Partei	LKR	23	2	34	0,021082					
BT	26.09.2021	Wahlkreis	126	Borken II	LAND	5	Partei	PdF	24	1							
BT	26.09.2021	Wahlkreis	126	Borken II	LAND	5	Partei	PdF	24	2	45	0,027902					
BT	26.09.2021	Wahlkreis	126	Borken II	LAND	5	Partei	LfK	25	1							
BT	26.09.2021	Wahlkreis	126	Borken II	LAND	5	Partei	LfK	25	2	138	0,085568					
BT	26.09.2021	Wahlkreis	126	Borken II	LAND	5	Partei	Team Todenhöfer	26	1							
BT	26.09.2021	Wahlkreis	126	Borken II	LAND	5	Partei	Team Todenhöfer	26	2	400	0,248022					
BT	26.09.2021	Wahlkreis	126	Borken II	LAND	5	Partei	Volt	27	1							
BT	26.09.2021	Wahlkreis	126	Borken II	LAND	5	Partei	Volt	27	2	306	0,189737					
BT	26.09.2021	Wahlkreis	126	Borken II	LAND	5	Partei	Volksabstimmung	28	1							
BT	26.09.2021	Wahlkreis	126	Borken II	LAND	5	Partei	Volksabstimmung	28	2			100	0,063672		-0,063672	
BT	26.09.2021	Wahlkreis	126	Borken II	LAND	5	Partei	DiB	29	1							
BT	26.09.2021	Wahlkreis	126	Borken II	LAND	5	Partei	DiB	29	2			99	0,063035		-0,063035	
BT	26.09.2021	Wahlkreis	126	Borken II	LAND	5	System-Gruppe	Übrige	1000	1			0	0		0	
BT	26.09.2021	Wahlkreis	126	Borken II	LAND	5	System-Gruppe	Übrige	1000	2			292	0,185921		-0,185921	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	System-Gruppe	Wahlberechtigte	-4		194687		192946		0,902325		
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	System-Gruppe	Wählende	-3		161187	82,792893	156813	81,272999	2,78931	1,519895	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	System-Gruppe	Ungültige	-2	1	1241	0,769913	2434	1,552167	-49,013969	-0,782254	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	System-Gruppe	Ungültige	-2	2	1004	0,622879	987	0,629412	1,722391	-0,006533	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	System-Gruppe	Gültige	-1	1	159946	99,230087	154379	98,447833	3,60606	0,782254	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	System-Gruppe	Gültige	-1	2	160183	99,377121	155826	99,370588	2,796067	0,006533	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	CDU	1	1	65402	40,89005	79677	51,611294	-17,916086	-10,721244	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	CDU	1	2	55228	34,478066	68636	44,046565	-19,534938	-9,568499	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	SPD	2	1	40145	25,099096	36250	23,481173	10,744828	1,617923	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	SPD	2	2	42647	26,623924	32787	21,040776	30,072895	5,583148	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	FDP	3	1	12409	7,758243	16195	10,490416	-23,377586	-2,732173	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	FDP	3	2	17927	11,191575	21116	13,551012	-15,102292	-2,359437	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	AfD	4	1	7241	4,527153					
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	AfD	4	2	7341	4,582883	9496	6,093977	-22,693766	-1,511093	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	GRÜNE	5	1	27069	16,923837	12680	8,213552	113,477918	8,710284	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	GRÜNE	5	2	25507	15,923662	11667	7,487197	118,625182	8,436465	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	DIE LINKE	6	1	4242	2,652145	9577	6,203564	-55,70638	-3,551419	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	DIE LINKE	6	2	4093	2,555202	8394	5,386778	-51,23898	-2,831575	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	Die PARTEI	7	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	Die PARTEI	7	2	1348	0,841537	841	0,539705	60,285375	0,301833	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	Tierschutzpartei	8	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	Tierschutzpartei	8	2	1595	0,995736	839	0,538421	90,107271	0,457315	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	PIRATEN	9	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	PIRATEN	9	2	580	0,362086	495	0,317662	17,171717	0,044424	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	FREIE WÄHLER	10	1	1858	1,161642					
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	FREIE WÄHLER	10	2	998	0,623037	248	0,159152	302,419355	0,463886	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	NPD	11	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	NPD	11	2	121	0,075539	233	0,149526	-48,06867	-0,073987	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	ÖDP	12	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	ÖDP	12	2	101	0,063053	178	0,11423	-43,258427	-0,051177	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	V-Partei³	13	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	V-Partei³	13	2	79	0,049319	113	0,072517	-30,088496	-0,023198	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	Gesundheitsforschung	14	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	Gesundheitsforschung	14	2	179	0,111747	139	0,089202	28,776978	0,022545	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	MLPD	15	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	MLPD	15	2	8	0,004994	31	0,019894	-74,193548	-0,0149	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	Die Humanisten	16	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	Die Humanisten	16	2	83	0,051816	65	0,041713	27,692308	0,010103	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	DKP	17	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	DKP	17	2	18	0,011237	17	0,01091	5,882353	0,000328	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	SGP	18	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	SGP	18	2	5	0,003121	7	0,004492	-28,571429	-0,001371	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	dieBasis	19	1	1580	0,987833					
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	dieBasis	19	2	1178	0,735409					
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	Bündnis C	20	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	Bündnis C	20	2	56	0,03496					
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	du.	21	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	du.	21	2	46	0,028717					
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	LIEBE	22	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	LIEBE	22	2	152	0,094891					
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	LKR	23	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	LKR	23	2	30	0,018729					
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	PdF	24	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	PdF	24	2	42	0,02622					
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	LfK	25	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	LfK	25	2	151	0,094267					
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	Team Todenhöfer	26	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	Team Todenhöfer	26	2	265	0,165436					
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	Volt	27	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	Volt	27	2	405	0,252836					
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	Volksabstimmung	28	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	Volksabstimmung	28	2			110	0,070592		-0,070592	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	DiB	29	1							
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	Partei	DiB	29	2			150	0,096261		-0,096261	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	System-Gruppe	Übrige	1000	1			0	0		0	
BT	26.09.2021	Wahlkreis	127	Coesfeld – Steinfurt II	LAND	5	System-Gruppe	Übrige	1000	2			264	0,16942		-0,16942	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	System-Gruppe	Wahlberechtigte	-4		195513		195571		-0,029657		
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	System-Gruppe	Wählende	-3		155677	79,624884	152541	77,99776	2,055841	1,627124	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	System-Gruppe	Ungültige	-2	1	1337	0,858829	1364	0,894186	-1,979472	-0,035356	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	System-Gruppe	Ungültige	-2	2	1148	0,737424	1158	0,75914	-0,863558	-0,021716	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	System-Gruppe	Gültige	-1	1	154340	99,141171	151177	99,105814	2,092249	0,035356	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	System-Gruppe	Gültige	-1	2	154529	99,262576	151383	99,24086	2,078173	0,021716	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	CDU	1	1	52445	33,980174	67678	44,767392	-22,508053	-10,787218	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	CDU	1	2	42527	27,520401	57215	37,794865	-25,67159	-10,274464	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	SPD	2	1	48068	31,144227	45797	30,293629	4,95884	0,850598	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	SPD	2	2	50554	32,714895	41815	27,621992	20,899199	5,092903	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	FDP	3	1	11393	7,381755	8533	5,644377	33,516934	1,737377	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	FDP	3	2	16113	10,427169	17205	11,365213	-6,346992	-0,938044	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	AfD	4	1	8785	5,691979	9530	6,303869	-7,817419	-0,61189	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	AfD	4	2	9253	5,987873	10342	6,831679	-10,529878	-0,843806	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	GRÜNE	5	1	23978	15,53583	9857	6,520172	143,258598	9,015658	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	GRÜNE	5	2	23996	15,528477	11026	7,283513	117,631054	8,244964	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	DIE LINKE	6	1	4611	2,98756	8520	5,635778	-45,880282	-2,648218	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	DIE LINKE	6	2	4723	3,056384	9692	6,402304	-51,269088	-3,34592	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	Die PARTEI	7	1	2061	1,335363					
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	Die PARTEI	7	2	1446	0,935747	899	0,593858	60,845384	0,341889	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	Tierschutzpartei	8	1							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	Tierschutzpartei	8	2	1504	0,97328	794	0,524497	89,420655	0,448783	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	PIRATEN	9	1							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	PIRATEN	9	2	482	0,311916	560	0,369923	-13,928571	-0,058007	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	FREIE WÄHLER	10	1	986	0,638849	1124	0,743499	-12,27758	-0,10465	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	FREIE WÄHLER	10	2	813	0,526115	421	0,278103	93,111639	0,248012	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	NPD	11	1							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	NPD	11	2	116	0,075067	259	0,171089	-55,212355	-0,096022	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	ÖDP	12	1							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	ÖDP	12	2	97	0,062771	118	0,077948	-17,79661	-0,015177	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	V-Partei³	13	1							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	V-Partei³	13	2	73	0,04724	109	0,072003	-33,027523	-0,024762	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	Gesundheitsforschung	14	1							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	Gesundheitsforschung	14	2	128	0,082832	113	0,074645	13,274336	0,008187	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	MLPD	15	1			138	0,091284		-0,091284	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	MLPD	15	2	29	0,018767	68	0,044919	-57,352941	-0,026152	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	Die Humanisten	16	1							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	Die Humanisten	16	2	94	0,06083	52	0,03435	80,769231	0,02648	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	DKP	17	1							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	DKP	17	2	18	0,011648	20	0,013212	-10	-0,001563	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	SGP	18	1							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	SGP	18	2	15	0,009707	12	0,007927	25	0,00178	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	dieBasis	19	1	1281	0,829986					
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	dieBasis	19	2	1241	0,803086					
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	Bündnis C	20	1							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	Bündnis C	20	2	69	0,044652					
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	du.	21	1							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	du.	21	2	34	0,022002					
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	LIEBE	22	1							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	LIEBE	22	2	165	0,106776					
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	LKR	23	1							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	LKR	23	2	27	0,017472					
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	PdF	24	1							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	PdF	24	2	39	0,025238					
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	LfK	25	1							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	LfK	25	2	112	0,072478					
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	Team Todenhöfer	26	1							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	Team Todenhöfer	26	2	460	0,297679					
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	Volt	27	1							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	Volt	27	2	401	0,259498					
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Einzelbewerber/Wählergruppe	Internationalistisches Bündnis	28	1	50	0,032396					
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Einzelbewerber/Wählergruppe	Internationalistisches Bündnis	28	2							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Einzelbewerber/Wählergruppe	Stimme für Freiheitlichkeit, Bürgerlichkeit und menschliche Identität	29	1	682	0,441882					
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Einzelbewerber/Wählergruppe	Stimme für Freiheitlichkeit, Bürgerlichkeit und menschliche Identität	29	2							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	Volksabstimmung	30	1							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	Volksabstimmung	30	2			68	0,044919		-0,044919	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	DiB	31	1							
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	Partei	DiB	31	2			106	0,070021		-0,070021	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	System-Gruppe	Übrige	1000	1			0	0		0	
BT	26.09.2021	Wahlkreis	128	Steinfurt III	LAND	5	System-Gruppe	Übrige	1000	2			489	0,323022		-0,323022	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	System-Gruppe	Wahlberechtigte	-4		233953		232294		0,714181		
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	System-Gruppe	Wählende	-3		196286	83,899758	191090	82,262133	2,719138	1,637624	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	System-Gruppe	Ungültige	-2	1	992	0,505385	1236	0,646816	-19,7411	-0,141431	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	System-Gruppe	Ungültige	-2	2	836	0,425909	964	0,504474	-13,278008	-0,078565	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	System-Gruppe	Gültige	-1	1	195294	99,494615	189854	99,353184	2,86536	0,141431	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	System-Gruppe	Gültige	-1	2	195450	99,574091	190126	99,495526	2,800248	0,078565	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	CDU	1	1	51095	26,163118	70606	37,18963	-27,633629	-11,026512	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	CDU	1	2	43788	22,403684	62276	32,75512	-29,687199	-10,351436	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	SPD	2	1	47047	24,090346	54778	28,852697	-14,11333	-4,762351	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	SPD	2	2	45844	23,455615	39714	20,888253	15,435363	2,567362	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	FDP	3	1	13038	6,676088	13219	6,962719	-1,369241	-0,28663	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	FDP	3	2	20786	10,634945	25684	13,508936	-19,070238	-2,873991	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	AfD	4	1	5234	2,680062	8569	4,513468	-38,91936	-1,833406	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	AfD	4	2	5599	2,864671	9393	4,940408	-40,391781	-2,075737	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	GRÜNE	5	1	63160	32,340983	24248	12,771919	160,475091	19,569064	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	GRÜNE	5	2	60036	30,716807	27739	14,589798	116,431739	16,127009	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	DIE LINKE	6	1	7078	3,624279	13024	6,860008	-45,654177	-3,235729	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	DIE LINKE	6	2	9746	4,986442	19287	10,144325	-49,468554	-5,157884	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	Die PARTEI	7	1	2283	1,169007	2722	1,433733	-16,127847	-0,264727	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	Die PARTEI	7	2	1684	0,861601	1935	1,017746	-12,971576	-0,156145	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	Tierschutzpartei	8	1							
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	Tierschutzpartei	8	2	1326	0,678434	781	0,41078	69,78233	0,267654	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	PIRATEN	9	1			1003	0,528301		-0,528301	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	PIRATEN	9	2	479	0,245075	712	0,374488	-32,724719	-0,129413	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	FREIE WÄHLER	10	1	966	0,494639					
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	FREIE WÄHLER	10	2	691	0,353543	246	0,129388	180,894309	0,224155	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	NPD	11	1							
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	NPD	11	2	45	0,023024	111	0,058382	-59,459459	-0,035359	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	ÖDP	12	1	897	0,459308	1027	0,540942	-12,658228	-0,081634	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	ÖDP	12	2	422	0,215912	641	0,337145	-34,165367	-0,121233	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	V-Partei³	13	1							
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	V-Partei³	13	2	150	0,076746	222	0,116765	-32,432432	-0,040019	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	Gesundheitsforschung	14	1							
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	Gesundheitsforschung	14	2	116	0,05935	95	0,049967	22,105263	0,009383	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	MLPD	15	1			107	0,056359		-0,056359	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	MLPD	15	2	12	0,00614	64	0,033662	-81,25	-0,027522	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	Die Humanisten	16	1							
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	Die Humanisten	16	2	205	0,104886	158	0,083103	29,746835	0,021783	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	DKP	17	1	179	0,091657	173	0,091123	3,468208	0,000534	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	DKP	17	2	75	0,038373	66	0,034714	13,636364	0,003659	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	SGP	18	1							
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	SGP	18	2	22	0,011256	8	0,004208	175	0,007048	
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	dieBasis	19	1	1582	0,810061					
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	dieBasis	19	2	1409	0,7209					
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	Bündnis C	20	1							
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	Bündnis C	20	2	42	0,021489					
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	du.	21	1							
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	du.	21	2	93	0,047583					
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	LIEBE	22	1							
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	LIEBE	22	2	138	0,070606					
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	LKR	23	1							
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	LKR	23	2	25	0,012791					
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	PdF	24	1							
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	PdF	24	2	52	0,026605					
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	LfK	25	1							
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	LfK	25	2	79	0,04042					
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	Team Todenhöfer	26	1							
BT	26.09.2021	Wahlkreis	129	Münster	LAND	5	Partei	Team Todenhöfer	26	2	774	0,396009					
